epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,2177.95,0.56968,0.36249,0.93603,0.83528,0.68512,0.75118,0.48272,1.32732,0.77835,1.32574,0.000892,0.000892,0.000892
186,2189.74,0.56314,0.35482,0.92895,0.84347,0.70073,0.74645,0.48267,1.33901,0.78029,1.32983,0.0008425,0.0008425,0.0008425
187,2201.37,0.56062,0.35805,0.92917,0.83179,0.69248,0.74848,0.48005,1.33156,0.76843,1.32604,0.000793,0.000793,0.000793
188,2213.09,0.54259,0.34728,0.92395,0.84182,0.67159,0.7213,0.48056,1.31436,0.77665,1.32868,0.0007435,0.0007435,0.0007435
189,2224.91,0.56708,0.35473,0.92855,0.83142,0.69269,0.75073,0.47886,1.31161,0.76951,1.32972,0.000694,0.000694,0.000694
190,2236.66,0.56091,0.35917,0.93215,0.83609,0.68394,0.74205,0.48858,1.31778,0.79416,1.33929,0.0006445,0.0006445,0.0006445
191,2249.06,0.51085,0.2977,0.88395,0.86545,0.64253,0.70963,0.47069,1.30613,0.83617,1.33795,0.000595,0.000595,0.000595
192,2260.58,0.48516,0.28504,0.87596,0.84526,0.63716,0.69356,0.46059,1.33052,0.84514,1.35164,0.0005455,0.0005455,0.0005455
193,2272.28,0.48312,0.27998,0.87448,0.85267,0.63535,0.6965,0.45814,1.33144,0.82611,1.34269,0.000496,0.000496,0.000496
194,2283.87,0.46949,0.27501,0.86735,0.77971,0.68428,0.71008,0.46997,1.35277,0.81264,1.34621,0.0004465,0.0004465,0.0004465
195,2295.33,0.46886,0.27349,0.86801,0.81284,0.65771,0.71961,0.47531,1.35982,0.80335,1.34126,0.000397,0.000397,0.000397
196,2306.7,0.46168,0.26985,0.86227,0.85574,0.64744,0.72958,0.47817,1.33987,0.80245,1.33014,0.0003475,0.0003475,0.0003475
197,2318.32,0.46262,0.2736,0.86684,0.83596,0.64955,0.71352,0.4711,1.33797,0.8119,1.32957,0.000298,0.000298,0.000298
198,2329.9,0.4509,0.26539,0.85925,0.81031,0.66345,0.72659,0.47666,1.31555,0.80928,1.32368,0.0002485,0.0002485,0.0002485
199,2341.51,0.45356,0.26621,0.86292,0.81652,0.66409,0.72561,0.47861,1.32981,0.81189,1.32938,0.000199,0.000199,0.000199
200,2353.11,0.448,0.26552,0.85966,0.8163,0.66372,0.72628,0.47731,1.32787,0.81007,1.33107,0.0001495,0.0001495,0.0001495
